keyword,ecmax
waste heat recovery,43380331.36
eu policy,43355032.51
ocean literacy,43327352.95
resource recovery,43326707.07
environmental impact,43268939.39
autonomous,43246116.58
airport engineering,43199265.12
semantic web,43042203.15
virtual access,43011447.519999996
physical activity,42710304.98
engine,42699318.0
mediterranean,42670493.50000001
res,42663091.04
chemical engineering,42624098.489999995
functional analysis,42570714.61000001
patient empowerment,42534020.75
cell therapy,42435031.83
biosensing,42421771.42999999
process intensification,42395773.25
framework,42286462.5
aeroengines,42269656.4
cognition,42246706.75
dataspace,42245234.480000004
bio-based materials,42191208.21
methanol,42150414.11000001
interdisciplinarity,42130878.870000005
smart charging,42118669.5
management,42106711.67
environmental and green technologies,42070232.760000005
inclusive,42031838.730000004
evidence-based policies,41999875.0
space propulsion,41927890.97
energy data space,41922913.63999999
liver,41765629.75
virtualization,41758528.79
waste,41742170.54
restoration,41664167.660000004
clinical decision support,41647518.36
optimisation,41574684.57000001
spatial transcriptomics,41470479.24
energy system integration,41396277.129999995
drug delivery,41280402.030000016
human-in-the-loop,41257832.5
data governance,41226368.92
calcination,41219746.5
urban greening,41206020.0
international,41191586.25
high-performance computing,41190949.800000004
sustainability assessment,41038574.27
climate policy,41032991.29
sustainable development,40991478.63
synthetic data,40933901.25
primary prevention,40917491.75
software applications,40888807.85
water quality,40883071.74
medieval history,40825094.640000015
data quality,40762037.25
hybrid energy,40734997.830000006
europe’s rail flagship project 5 - transforming europe’s rail freight,40599047.36
fp5 – trans4m-r,40599047.36
digital autonomous coupler,40599047.36
digital rail services,40599047.36
yard management solutions,40599047.36
social inclusion,40568357.99
sensor,40526941.88
gnc,40465167.5
type 2 diabetes,40444085.81
physical chemistry,40428172.5
image processing,40401623.65
cardiovascular,40368251.75
polyurethane,40339962.07
asthma,40323858.949999996
decision making,40319370.190000005
immunisation,40301688.870000005
fmri,40277131.75
eu biodiversity strategy 2030,40000000.0
mainstreaming,40000000.0
biodiversa-plus,40000000.0
the european biodiversity partnership,40000000.0
sga2-nzc,39994493.69
specific grant agreement n°2 to scale the cities mission platform,39994493.69
bioplastics,39979640.07
phytoremediation,39946111.20999999
physical cosmology,39845626.58999998
renewable hydrogen,39802794.33
climate smart farming,39770768.41
architecture,39729350.05000001
rna viruses,39727840.92
distillation,39647518.15
social anthropology,39633861.47000001
smart manufacturing,39441664.93
thermal energy storage,39343653.79
neuromodulation,39294425.24
cryogenic,39275553.239999995
database,39169886.78
power conversion,39167911.269999996
global navigation satellite system,39145365.45
political sciences,39129021.620000005
trustworthy,39121697.05
cartography,39030676.129999995
reusable strategic space launcher technologies & operations,39000000.0
strategic launcher,39000000.0
health monitoring and safety aerodynamic,39000000.0
launch vehicle,39000000.0
landing system,39000000.0
avionics,39000000.0
salto,39000000.0
low altitude flight test,39000000.0
technology maturation,39000000.0
sic,38963947.449999996
twin transition,38958109.3
innovative,38905868.0
pathways,38879482.87
community of practice,38842046.17
future,38822728.6
knowledge transfer,38794170.17
connected,38759401.95
quantum sensing,38715720.699999996
galaxy evolution,38692598.99999999
modularity,38675950.5
exploitation,38594344.14
rural development,38518532.7
data-driven services,38460618.76
system approach,38450690.14
industrial biotechnology,38403675.45
hydrogen train,38386394.04
airless train,38386394.04
sustainable interiors,38386394.04
batterie train,38386394.04
noise vibration reduction,38386394.04
fp4 - rail4earth,38386394.04
europe’s rail flagship project 4 - sustainable and green rail systems,38386394.04
ssbd,38344587.85
occupational health,38289253.04000001
hydraulic engineering,38273448.510000005
mineralogy,38209437.92
destination earth,38191310.45
generative ai,38147083.29
detection,38111102.3
mems,38093204.38
transportation,38088459.97
water scarcity,38076855.76
drag,38005938.75
ultra performance wing,38005938.75
wing,38005938.75
up wing,38005938.75
high aspect ratio,38005938.75
laminarity,38005938.75
quantum advantage,38005141.36
atlases,37995202.5
digital research infrastructure,37995202.5
medelling,37995202.5
clinical data integration,37995202.5
ebrains 2.0,37995202.5
ebrains 2.0: a research infrastructure to advance neuroscience and brain health,37995202.5
intelligent systems,37956250.54
co2 reduction,37913365.89
cellulose,37887808.01
fp1 - motional,37875973.46
europe’s rail flagship project 1 - mobility management multimodal environment and digital enablers,37875973.46
energy data spaces,37875305.75
lcc,37788075.26
safe and sustainable by design,37760607.5
food system,37708291.75
15-minute city,37697796.1
algebraic geometry,37602394.3
green high-thrust engines,37550600.0
european initiative for low cost,37550600.0
hybrid integration,37534031.74
computational neuroscience,37487827.710000016
microalgae,37447189.779999994
organ-on-chip,37442988.22
endocrinology,37430381.25
immune response,37402073.46
vision,37333136.71
mrna,37327583.81999999
rydberg atoms,37321644.35
epidemic,37300635.05
pregnancy,37297499.85
fibrosis,37252234.67
combustion,37150985.25
analytical chemistry,37140818.15
nucleotides,37139011.6
uncertainty quantification,37069462.169999994
societal transformation,37047700.11
transformative r&i,37000000.0
ped,37000000.0
regenerative urbanism,37000000.0
european parntership driving urban transitions,37000000.0
urban sustainability,37000000.0
urban transition,37000000.0
dut,37000000.0
electric propulsion,36988112.620000005
sleep,36977034.269999996
industrial relations,36952836.35
explainability,36885976.71
psychosis,36845248.75
exascale,36824222.769999996
chips,36788817.379999995
data assimilation,36753618.39
vulnerability,36639884.61
personalised treatment,36635796.2
computer processors,36622179.0
implementation research,36564893.94
solid oxide fuel cells,36547298.15
lignin,36496762.96
pattern recognition,36431743.18000001
schizophrenia,36431598.03999999
renovation,36373028.04
process industry,36360199.400000006
mitochondria,36318704.24
mouse,36245595.36
graphic design,36241050.20999999
heuristic programming,36215142.03000001
mri,36210183.57
decarbonization,36108102.35
neuroimaging,36082054.839999996
bioengineering,36069254.88
cryo-em,36057825.96
advanced materials,36000734.769999996
joint calls,35929566.75
satellite,35885646.56
energy management,35837649.75
molecular and chemical physics,35828397.04
personalised prevention,35820507.34
thermochemistry,35778081.19
behavioural change,35772448.89
net zero,35761293.47
risk stratification,35720696.49
engineering and technology,35710853.34
erc-2023-poc,35700000.0
relativistic mechanics,35699957.279999994
limnology,35655714.09
food processing,35614289.32
environmental monitoring,35590629.59
cell metabolism,35496548.25
cancer immunotherapy,35495666.28
end of life,35493499.0
prehistory,35483934.52000001
patients,35477262.55
aluminium,35447854.24
intersectoral,35439360.0
translation,35430297.760000005
geophysics,35359132.56
agrivoltaics,35344059.76
depression,35318831.96
quantum computer,35315455.0
mission,35224829.09
renewable energies,35218461.519999996
scenarios,35212924.35
filovirus,35206887.68
data analysis,35185738.11999999
health data,35185276.31999999
real-time,35171057.78
nuclear,35170005.75
hyperspectral imaging,35164861.49
clinical,35000000.0
riftvax,35000000.0
rift,35000000.0
clinical development of rift valley fever vaccines in endemic regions,35000000.0
multivalent,35000000.0
immunogen design,35000000.0
development of broadly protective filovirus vaccines,35000000.0
outbreak,35000000.0
filovax,35000000.0
fuel cell propulsion system for aircraft megawatt engines,34993248.27
megawatt,34993248.27
hybrid-electric regional architecture,34979440.86
heritage science,34890980.8
data fusion,34776059.230000004
paleoclimatology,34733402.029999994
heterogeneity,34686437.28
ethology,34606540.72
liquid biopsy,34594444.019999996
community engagement,34579914.01
production economics,34532587.18
inequalities,34390547.45
sunrise,34348992.379999995
diet,34344339.6
smart grid,34317212.95
biogas,34216333.88
implementation science,34215560.25
electric distribution technologies,34210348.0
pohybrid,34210348.0
electric,34210348.0
distribution technologies,34210348.0
hybrid electric regional aircraft,34210348.0
hecate,34210348.0
hybrid electric regional aircraft distribution technologies,34210348.0
dramaturgy,34172692.379999995
green economy,34167985.45
subtractive manufacturing,34112919.51
epistemology,34109881.129999995
consumer behaviour,34064042.12
chronic kidney disease,34028443.76
fleet management,33998549.5
carbon cycle,33941402.29
catalyst,33936069.669999994
biosensor,33887613.33
recommendations,33874134.57
chirality,33844055.61
biobased,33785065.230000004
innovative demonstrator for hybrid-electric regional application,33760000.0
electrical drive,33760000.0
fuel burn,33760000.0
controls,33760000.0
power distribution,33760000.0
open access,33710274.72
digital europe,33696216.0
eit digital sustainable growth,33696216.0
eit digital bp,33696216.0
venture support,33696216.0
knowledge triangle integration,33696216.0
quantum cryptography,33645126.89
data integration,33526593.45
euratom.1.1.2,33522720.75
corruption,33517737.08
water reuse,33506445.290000007
circular,33490336.130000003
sensor fusion,33478165.49
prosumers,33457622.119999997
catalysts,33392956.189999998
just transition,33386953.5
neural networks,33379783.47
allergology,33377963.03
break-through,33323824.24
newborn,33323824.24
load-bearing,33323824.24
miniliner,33323824.24
next generation high power fuel cells for airborne applications,33323824.24
commuter,33323824.24
lh2 storage,33323824.24
regional,33323824.24
secondary power,33323824.24
social acceptance,33301197.1
inclusivity,33264026.509999998
wastewater treatment,33253429.54
aging,33244103.740000002
business model,33216243.110000003
climate change impacts,33174796.05
commons,33143517.54
behaviour change,33136738.52
differential privacy,33075843.85
network security,33071389.3
fostering a european research area for health research,33045066.75
era4health,33045066.75
healthy life style,33045066.75
diet related diseases,33045066.75
investigator initiated clinical study,33045066.75
cofund,33045066.75
policy support,32978037.160000004
stress,32962998.01
bioelectronics,32950097.12
carbon footprint,32915972.1
homomorphic encryption,32863797.1
foreign policy,32853710.58
social sciences and humanities,32782569.880000003
protein folding,32730230.139999997
biorefinery,32663078.09
quality assessment,32652534.5
recovery,32615009.830000002
solid-state physics,32609776.8
greenhouse gases,32607806.82
nanocrystals,32579851.53999999
parkinson's disease,32533005.96
climate mitigation,32499304.33
analogue electronics,32457477.81
radiotherapy,32443506.159999996
futurefoods,32394255.89
european partnership for a sustainable future of food systems,32394255.89
oilseeds,32322727.310000002
vr,32296813.5
solar cell,32204590.849999998
cloud-edge continuum,32188320.5
